"","rank","team","conf","rec","adj_o","adj_o_rk","adj_d","adj_d_rk","barthag","proj_rec","proj_conf_rec","wab","wab_rk","cur_rk","change","date","record","adj_tempo","adj_tempo_rk","proj_record","proj_conf_record"
"179",179,"Quinnipiac","MAAC","1-0",100.5,137,100.8,215,0.4922,"20-11","12-8",0.3,8,180,-1,"2022-11-07",NA,NA,NA,NA,NA
"180",180,"Rider","MAAC","0-0",99.3,163,99.7,196,0.49,"18-11","12-8",0,203,165,15,"2022-11-07",NA,NA,NA,NA,NA
"181",181,"UNC Asheville","BSth","1-0",103.7,72,104,283,0.4897,"20-11","12-6",0.4,6,181,0,"2022-11-07",NA,NA,NA,NA,NA
"182",182,"Northeastern","CAA","0-1",96.1,239,96.6,135,0.4873,"15-13","11-7",-0.8,335,182,0,"2022-11-07",NA,NA,NA,NA,NA
"183",183,"St. Bonaventure","A10","1-0",98.7,188,99.1,184,0.487,"14-17","7-11",0,69,183,0,"2022-11-07",NA,NA,NA,NA,NA
"184",184,"Youngstown St.","Horz","1-0",104.8,54,105.2,310,0.4867,"21-10","13-7",0.1,35,184,0,"2022-11-07",NA,NA,NA,NA,NA
"185",185,"Cal Baptist","WAC","0-1",99,178,99.6,195,0.4821,"16-14","8-10",-0.9,345,185,0,"2022-11-07",NA,NA,NA,NA,NA
"186",186,"Georgia Southern","SB","0-0",97.7,209,98.4,171,0.4796,"18-13","9-9",0,211,186,0,"2022-11-07",NA,NA,NA,NA,NA
"187",187,"UC Riverside","BW","0-1",97.3,215,98.2,167,0.4727,"16-16","11-9",-0.5,291,187,0,"2022-11-07",NA,NA,NA,NA,NA
"188",188,"Hofstra","CAA","1-0",101.3,119,102.3,252,0.4721,"16-15","11-7",0.2,13,188,0,"2022-11-07",NA,NA,NA,NA,NA
"189",189,"Georgia St.","SB","1-0",98.1,195,99.3,192,0.465,"17-13","9-9",0,166,189,0,"2022-11-07",NA,NA,NA,NA,NA
"190",190,"Texas A&M Corpus Chris","Slnd","0-1",96,244,97.2,147,0.4635,"22-9","14-4",-0.5,293,190,0,"2022-11-07",NA,NA,NA,NA,NA
"191",191,"Valparaiso","MVC","0-1",99,176,100.3,208,0.4627,"16-14","10-10",-0.5,296,191,0,"2022-11-07",NA,NA,NA,NA,NA
"192",192,"Duquesne","A10","0-0",99.1,174,100.4,209,0.4624,"14-17","7-11",0,230,154,38,"2022-11-07",NA,NA,NA,NA,NA
"193",193,"Southern","SWAC","0-1",94.2,280,95.6,120,0.4586,"19-11","14-4",-0.6,311,192,1,"2022-11-07",NA,NA,NA,NA,NA
"194",194,"Ball St.","MAC","1-0",98,199,99.5,194,0.4581,"17-12","10-8",0,175,193,1,"2022-11-07",NA,NA,NA,NA,NA
"195",195,"Appalachian St.","SB","1-0",96.7,229,98.1,166,0.4574,"17-14","9-9",0,150,194,1,"2022-11-07",NA,NA,NA,NA,NA
"196",196,"Lipscomb","ASun","0-0",101.6,112,103.4,275,0.4504,"17-14","10-8",0,224,195,1,"2022-11-07",NA,NA,NA,NA,NA
"197",197,"Belmont","MVC","1-0",97.9,201,99.7,197,0.4486,"14-15","10-10",0.1,26,196,1,"2022-11-07",NA,NA,NA,NA,NA
"198",198,"Delaware","CAA","1-0",98.6,189,100.7,212,0.4397,"17-14","10-8",0,164,197,1,"2022-11-07",NA,NA,NA,NA,NA
"199",199,"UC Davis","BW","1-0",95.4,259,97.8,156,0.4284,"18-14","10-10",0.3,9,198,1,"2022-11-07",NA,NA,NA,NA,NA
"200",200,"Illinois St.","MVC","0-1",99.2,165,101.8,237,0.4282,"15-14","9-11",-1,360,199,1,"2022-11-07",NA,NA,NA,NA,NA
"201",201,"Jacksonville St.","ASun","1-0",99.1,171,101.7,236,0.4255,"17-14","9-9",0,185,200,1,"2022-11-07",NA,NA,NA,NA,NA
"202",202,"Cornell","Ivy","0-1",98.4,192,101,222,0.4242,"14-13","7-7",-0.5,298,201,1,"2022-11-07",NA,NA,NA,NA,NA
"203",203,"Missouri St.","MVC","0-0",98,198,100.8,213,0.4225,"13-16","9-11",0,207,202,1,"2022-11-07",NA,NA,NA,NA,NA
"204",204,"Cleveland St.","Horz","0-1",96.1,240,98.7,176,0.4215,"18-13","12-8",-1,363,203,1,"2022-11-07",NA,NA,NA,NA,NA
"205",205,"Princeton","Ivy","0-1",99,175,101.8,240,0.4212,"14-12","7-7",-0.9,351,204,1,"2022-11-07",NA,NA,NA,NA,NA
"206",206,"Mercer","SC","0-0",97,221,100.1,203,0.4116,"16-15","9-9",0,223,205,1,"2022-11-07",NA,NA,NA,NA,NA
"207",207,"Western Michigan","MAC","0-1",99.1,173,102.2,249,0.411,"16-15","10-8",-0.7,329,207,0,"2022-11-07",NA,NA,NA,NA,NA
"208",208,"Murray St.","MVC","0-1",94.9,269,97.9,159,0.4102,"12-16","8-12",-0.3,270,208,0,"2022-11-07",NA,NA,NA,NA,NA
"209",209,"Cal Poly","BW","1-0",95.8,247,98.9,178,0.4101,"16-16","10-10",0,145,209,0,"2022-11-07",NA,NA,NA,NA,NA
"210",210,"UNC Wilmington","CAA","0-1",99.7,155,102.9,267,0.4101,"15-14","10-8",-0.2,240,210,0,"2022-11-07",NA,NA,NA,NA,NA
"211",211,"Boston University","Pat","1-0",99.4,162,102.6,258,0.409,"19-12","11-7",0.1,39,211,0,"2022-11-07",NA,NA,NA,NA,NA
"212",212,"Saint Peter's","MAAC","1-0",90.6,339,93.8,85,0.4026,"16-12","11-9",0,100,212,0,"2022-11-07",NA,NA,NA,NA,NA
"213",213,"FIU","CUSA","1-0",97.7,208,101.2,226,0.4002,"14-17","6-14",0,112,213,0,"2022-11-07",NA,NA,NA,NA,NA
"214",214,"North Carolina A&T","CAA","1-0",94.8,271,98.2,168,0.3988,"15-15","10-8",0,160,214,0,"2022-11-07",NA,NA,NA,NA,NA
"215",215,"Utah Tech","WAC","0-1",95.1,264,98.6,174,0.3988,"15-16","7-11",-0.7,330,215,0,"2022-11-07",NA,NA,NA,NA,NA
"216",216,"Oakland","Horz","1-0",99.1,170,102.9,266,0.3931,"15-14","12-8",0,197,216,0,"2022-11-07",NA,NA,NA,NA,NA
"217",217,"Northern Iowa","MVC","1-0",96.1,241,99.8,198,0.3928,"13-17","8-12",0,157,217,0,"2022-11-07",NA,NA,NA,NA,NA
"218",218,"Gardner Webb","BSth","0-1",93.1,309,96.7,137,0.3927,"15-15","10-8",-0.6,313,218,0,"2022-11-07",NA,NA,NA,NA,NA
"219",219,"North Florida","ASun","0-1",99.2,166,103.1,272,0.3921,"15-16","9-9",-0.1,235,219,0,"2022-11-07",NA,NA,NA,NA,NA
"220",220,"Troy","SB","1-0",96.3,238,100.2,206,0.3876,"15-16","8-10",0,181,220,0,"2022-11-07",NA,NA,NA,NA,NA
"221",221,"Wofford","SC","1-0",97.1,220,101.2,225,0.3841,"15-16","9-9",0,144,221,0,"2022-11-07",NA,NA,NA,NA,NA
"222",222,"San Jose St.","MWC","0-0",98.1,197,102.3,250,0.3821,"10-19","4-14",0,228,222,0,"2022-11-07",NA,NA,NA,NA,NA
"223",223,"East Carolina","Amer","0-0",94.9,267,99.2,186,0.3745,"10-19","4-14",0,213,224,-1,"2022-11-07",NA,NA,NA,NA,NA
"224",224,"Kennesaw St.","ASun","1-0",99.8,151,104.6,297,0.3679,"15-16","9-9",0,170,223,1,"2022-11-07",NA,NA,NA,NA,NA
"225",225,"Navy","Pat","1-0",91.6,332,96,129,0.367,"16-14","10-8",0.1,32,225,0,"2022-11-07",NA,NA,NA,NA,NA
"226",226,"Eastern Kentucky","ASun","1-0",97.6,213,102.3,254,0.367,"15-16","8-10",0,154,226,0,"2022-11-07",NA,NA,NA,NA,NA
"227",227,"UMass Lowell","AE","1-0",96.8,226,101.6,234,0.3666,"18-13","9-7",0,161,227,0,"2022-11-07",NA,NA,NA,NA,NA
"228",228,"Queens","ASun","1-0",99.2,168,104,281,0.3666,"16-14","8-10",0.1,36,228,0,"2022-11-07",NA,NA,NA,NA,NA
"229",229,"Stetson","ASun","1-0",99.7,156,104.7,298,0.3624,"13-16","8-10",0.5,5,229,0,"2022-11-07",NA,NA,NA,NA,NA
"230",230,"Morehead St.","OVC","0-1",93.3,302,98.1,164,0.3617,"19-12","12-6",-0.2,245,230,0,"2022-11-07",NA,NA,NA,NA,NA
"231",231,"High Point","BSth","1-0",96,243,100.9,217,0.3608,"16-13","9-9",0,187,231,0,"2022-11-07",NA,NA,NA,NA,NA
"232",232,"Wagner","NEC","1-0",94.5,277,99.3,189,0.3605,"18-9","11-5",0.5,3,232,0,"2022-11-07",NA,NA,NA,NA,NA
"233",233,"Loyola MD","Pat","0-1",94.2,283,99.1,183,0.358,"16-14","10-8",-0.5,305,233,0,"2022-11-07",NA,NA,NA,NA,NA
"234",234,"Wright St.","Horz","0-0",96,242,101,221,0.3574,"16-15","11-9",0,199,234,0,"2022-11-07",NA,NA,NA,NA,NA
"235",235,"Bellarmine","ASun","0-0",99.5,159,104.8,299,0.354,"14-17","8-10",0,212,235,0,"2022-11-07",NA,NA,NA,NA,NA
"236",236,"Coastal Carolina","SB","1-0",95.8,248,101,220,0.3525,"14-16","7-11",0,159,236,0,"2022-11-07",NA,NA,NA,NA,NA
"237",237,"Merrimack","NEC","0-1",92.9,313,98,161,0.3523,"18-13","11-5",-0.4,274,237,0,"2022-11-07",NA,NA,NA,NA,NA
"238",238,"North Dakota St.","Sum","0-1",93.8,288,99,180,0.3522,"15-15","10-8",-0.3,252,238,0,"2022-11-07",NA,NA,NA,NA,NA
"239",239,"SIU Edwardsville","OVC","1-0",95.8,246,101.1,223,0.3515,"18-13","11-7",0,155,239,0,"2022-11-07",NA,NA,NA,NA,NA
"240",240,"Southern Indiana","OVC","0-1",94.6,273,99.8,200,0.351,"18-13","11-7",-0.4,280,240,0,"2022-11-07",NA,NA,NA,NA,NA
"241",241,"Eastern Washington","BSky","0-1",95.7,250,100.9,219,0.3504,"16-16","10-8",-0.6,321,241,0,"2022-11-07",NA,NA,NA,NA,NA
"242",242,"Tennessee St.","OVC","1-0",98.7,187,104.1,285,0.3503,"19-10","11-7",0,196,242,0,"2022-11-07",NA,NA,NA,NA,NA
"243",243,"Mount St. Mary's","MAAC","0-1",94.9,268,100.1,204,0.3502,"15-16","9-11",-0.3,263,243,0,"2022-11-07",NA,NA,NA,NA,NA
"244",244,"Sacramento St.","BSky","0-1",97.8,204,103.2,273,0.3488,"15-15","10-8",-0.2,242,244,0,"2022-11-07",NA,NA,NA,NA,NA
"245",245,"Buffalo","MAC","1-0",96.7,231,102.2,248,0.3454,"13-16","8-10",0.2,17,245,0,"2022-11-07",NA,NA,NA,NA,NA
"246",246,"Brown","Ivy","0-1",93,311,98.4,172,0.3451,"12-15","6-8",-0.5,303,246,0,"2022-11-07",NA,NA,NA,NA,NA
"247",247,"Air Force","MWC","0-1",93.7,292,99.1,185,0.3433,"11-20","4-14",-0.9,346,247,0,"2022-11-07",NA,NA,NA,NA,NA
"248",248,"Pacific","WCC","0-1",96.6,234,102.2,247,0.342,"12-19","4-12",-0.3,271,248,0,"2022-11-07",NA,NA,NA,NA,NA
"249",249,"Rice","CUSA","0-1",100.2,145,106.1,323,0.3419,"12-19","5-15",-0.7,332,249,0,"2022-11-07",NA,NA,NA,NA,NA
"250",250,"Weber St.","BSky","0-1",97,223,102.8,261,0.3381,"14-17","9-9",-0.5,299,250,0,"2022-11-07",NA,NA,NA,NA,NA
"251",251,"UC San Diego","BW","0-1",100.4,141,106.6,329,0.3351,"13-19","8-12",-0.9,342,251,0,"2022-11-07",NA,NA,NA,NA,NA
"252",252,"Cal St. Fullerton","BW","0-1",95.5,256,101.8,241,0.324,"13-19","8-12",-0.2,247,252,0,"2022-11-07",NA,NA,NA,NA,NA
"253",253,"Campbell","BSth","1-0",95.6,252,102,244,0.3231,"15-15","9-9",0,169,253,0,"2022-11-07",NA,NA,NA,NA,NA
"254",254,"Siena","MAAC","1-0",93.6,297,100.1,202,0.3175,"13-16","9-11",0,67,254,0,"2022-11-07",NA,NA,NA,NA,NA
"255",255,"UT Arlington","WAC","0-1",93.3,303,99.8,199,0.3153,"11-18","6-12",-0.3,268,255,0,"2022-11-07",NA,NA,NA,NA,NA
"256",256,"St. Francis PA","NEC","0-1",97.2,217,104.2,287,0.3109,"17-12","11-5",-0.7,333,256,0,"2022-11-07",NA,NA,NA,NA,NA
"257",257,"Austin Peay","ASun","0-1",94,285,100.8,216,0.31,"13-17","7-11",-0.5,288,257,0,"2022-11-07",NA,NA,NA,NA,NA
"258",258,"Northern Arizona","BSky","0-1",97.6,212,104.6,295,0.3096,"13-18","9-9",-0.3,258,258,0,"2022-11-07",NA,NA,NA,NA,NA
"259",259,"Army","Pat","1-0",93.9,286,100.8,214,0.3078,"16-14","9-9",0,182,259,0,"2022-11-07",NA,NA,NA,NA,NA
"260",260,"St. Thomas","Sum","0-1",101.3,118,108.8,356,0.3047,"15-16","9-9",-0.3,260,260,0,"2022-11-07",NA,NA,NA,NA,NA
"261",261,"Northern Colorado","BSky","0-1",97.8,205,105.1,305,0.3031,"13-17","9-9",-0.2,239,261,0,"2022-11-07",NA,NA,NA,NA,NA
"262",262,"Arkansas St.","SB","1-0",93.6,296,100.7,211,0.3029,"15-16","7-11",0,192,262,0,"2022-11-07",NA,NA,NA,NA,NA
"263",263,"Winthrop","BSth","0-1",95.6,253,102.9,263,0.3006,"13-17","8-10",-0.5,294,263,0,"2022-11-07",NA,NA,NA,NA,NA
"264",264,"Texas Southern","SWAC","0-1",93,312,100.1,205,0.2999,"15-16","11-7",-0.5,306,264,0,"2022-11-07",NA,NA,NA,NA,NA
"265",265,"Dartmouth","Ivy","0-1",95,265,102.3,253,0.2989,"13-16","5-9",-0.7,326,265,0,"2022-11-07",NA,NA,NA,NA,NA
"266",266,"Denver","Sum","1-0",97.7,207,105.3,311,0.2973,"17-14","9-9",0,115,266,0,"2022-11-07",NA,NA,NA,NA,NA
"267",267,"Bucknell","Pat","1-0",98.8,182,106.6,330,0.2945,"14-16","9-9",0,178,267,0,"2022-11-07",NA,NA,NA,NA,NA
"268",268,"Sacred Heart","NEC","0-0",100.2,147,108.1,349,0.2938,"18-13","10-6",0,232,275,-7,"2022-11-07",NA,NA,NA,NA,NA
"269",269,"Oregon St.","P12","1-0",97.6,211,105.4,314,0.2934,"8-21","2-18",0.1,34,268,1,"2022-11-07",NA,NA,NA,NA,NA
"270",270,"UMBC","AE","0-1",96.7,230,104.4,291,0.2929,"16-15","8-8",-0.3,272,269,1,"2022-11-07",NA,NA,NA,NA,NA
"271",271,"Louisiana Monroe","SB","0-1",96.8,225,104.6,296,0.2913,"12-18","6-12",-0.2,250,270,1,"2022-11-07",NA,NA,NA,NA,NA
"272",272,"North Carolina Central","MEAC","0-1",97.3,216,105.1,306,0.291,"14-13","8-6",-0.3,255,271,1,"2022-11-07",NA,NA,NA,NA,NA
"273",273,"Niagara","MAAC","0-1",93.6,299,101.1,224,0.291,"12-17","8-12",-0.4,278,272,1,"2022-11-07",NA,NA,NA,NA,NA
"274",274,"East Tennessee St.","SC","1-0",95.3,260,103.1,271,0.2891,"12-17","7-11",0,188,273,1,"2022-11-07",NA,NA,NA,NA,NA
"275",275,"Detroit","Horz","0-0",98.5,190,106.6,333,0.2877,"12-19","9-11",0,231,274,1,"2022-11-07",NA,NA,NA,NA,NA
"276",276,"Northern Illinois","MAC","0-1",91.5,333,99.3,190,0.2809,"12-18","7-11",-1,362,276,0,"2022-11-07",NA,NA,NA,NA,NA
"277",277,"Presbyterian","BSth","1-0",93.3,304,101.2,228,0.28,"13-17","8-10",0,148,277,0,"2022-11-07",NA,NA,NA,NA,NA
"278",278,"UTSA","CUSA","1-0",93.1,308,101.4,230,0.2735,"11-20","4-16",0,140,278,0,"2022-11-07",NA,NA,NA,NA,NA
"279",279,"Eastern Michigan","MAC","1-0",95.7,251,104.3,289,0.2708,"10-20","6-12",0,168,279,0,"2022-11-07",NA,NA,NA,NA,NA
"280",280,"Idaho St.","BSky","0-1",94.5,275,103.1,270,0.2696,"14-17","8-10",-0.5,302,280,0,"2022-11-07",NA,NA,NA,NA,NA
"281",281,"USC Upstate","BSth","1-0",96.9,224,105.7,317,0.268,"12-17","7-11",0,172,281,0,"2022-11-07",NA,NA,NA,NA,NA
"282",282,"Morgan St.","MEAC","0-1",93.7,291,102.3,251,0.268,"14-14","8-6",-0.3,253,282,0,"2022-11-07",NA,NA,NA,NA,NA
"283",283,"Howard","MEAC","0-1",96.3,237,105.2,309,0.2664,"14-15","8-6",-0.2,243,283,0,"2022-11-07",NA,NA,NA,NA,NA
"284",284,"Tennessee Martin","OVC","0-1",98.1,196,107.1,338,0.2658,"17-14","10-8",-0.6,318,285,-1,"2022-11-07",NA,NA,NA,NA,NA
"285",285,"Drexel","CAA","0-0",93.2,307,101.8,238,0.2657,"12-17","7-11",0,216,284,1,"2022-11-07",NA,NA,NA,NA,NA
"286",286,"Hampton","CAA","0-0",95.3,262,104.2,286,0.2641,"12-19","7-11",0,227,286,0,"2022-11-07",NA,NA,NA,NA,NA
"287",287,"Western Carolina","SC","0-1",95.3,261,104.3,290,0.2613,"14-17","6-12",-0.6,320,287,0,"2022-11-07",NA,NA,NA,NA,NA
"288",288,"Binghamton","AE","1-0",94.8,270,103.9,280,0.2584,"14-15","7-9",0,193,288,0,"2022-11-07",NA,NA,NA,NA,NA
"289",289,"Milwaukee","Horz","1-0",93.9,287,102.9,265,0.258,"14-17","9-11",0,176,297,-8,"2022-11-07",NA,NA,NA,NA,NA
"290",290,"Lehigh","Pat","0-1",95.9,245,105.1,304,0.2579,"13-16","8-10",-0.5,295,289,1,"2022-11-07",NA,NA,NA,NA,NA
"291",291,"Manhattan","MAAC","0-1",92.8,316,101.8,239,0.2567,"11-17","7-13",-0.5,290,290,1,"2022-11-07",NA,NA,NA,NA,NA
"292",292,"Robert Morris","Horz","0-1",97.2,219,106.6,332,0.2556,"14-17","9-11",-0.4,286,291,1,"2022-11-07",NA,NA,NA,NA,NA
"293",293,"Radford","BSth","0-1",94.5,274,103.7,277,0.2548,"12-19","7-11",-0.5,292,292,1,"2022-11-07",NA,NA,NA,NA,NA
"294",294,"Little Rock","OVC","0-1",95.6,254,105,302,0.2528,"15-16","9-9",-0.5,304,293,1,"2022-11-07",NA,NA,NA,NA,NA
"295",295,"Southern Miss","SB","1-0",96.6,232,106.2,325,0.2524,"12-18","5-13",0,165,294,1,"2022-11-07",NA,NA,NA,NA,NA
"296",296,"Stony Brook","CAA","0-1",95.5,255,105.1,303,0.251,"12-19","7-11",-0.3,254,295,1,"2022-11-07",NA,NA,NA,NA,NA
"297",297,"Bowling Green","MAC","1-0",93.6,298,103,268,0.25,"13-18","6-12",0.1,62,296,1,"2022-11-07",NA,NA,NA,NA,NA
"298",298,"William & Mary","CAA","0-1",96.5,235,106.3,326,0.2468,"12-19","7-11",-0.9,353,298,0,"2022-11-07",NA,NA,NA,NA,NA
"299",299,"American","Pat","0-0",93,310,102.7,260,0.2428,"12-17","8-10",0,208,299,0,"2022-11-07",NA,NA,NA,NA,NA
"300",300,"Jackson St.","SWAC","0-1",88.1,352,97.4,149,0.2393,"12-19","11-7",-0.6,314,300,0,"2022-11-07",NA,NA,NA,NA,NA
"301",301,"Maryland Eastern Shore","MEAC","0-1",91.8,329,101.7,235,0.2345,"13-16","7-7",-0.7,328,301,0,"2022-11-07",NA,NA,NA,NA,NA
"302",302,"North Alabama","ASun","1-0",91.9,326,102,245,0.2317,"12-19","6-12",0,151,302,0,"2022-11-07",NA,NA,NA,NA,NA
"303",303,"Canisius","MAAC","0-1",94.2,282,104.5,294,0.2307,"9-20","7-13",-0.9,350,303,0,"2022-11-07",NA,NA,NA,NA,NA
"304",304,"Albany","AE","0-1",92.1,325,102.4,256,0.2271,"12-18","7-9",-0.5,307,304,0,"2022-11-07",NA,NA,NA,NA,NA
"305",305,"Northwestern St.","Slnd","0-1",96.7,228,107.8,346,0.223,"14-17","10-8",-0.3,256,305,0,"2022-11-07",NA,NA,NA,NA,NA
"306",306,"Columbia","Ivy","0-1",93.6,295,104.4,292,0.2225,"12-17","4-10",-0.4,277,307,-1,"2022-11-07",NA,NA,NA,NA,NA
"307",307,"Alabama A&M","SWAC","0-0",88.6,348,98.8,177,0.2225,"15-15","10-8",0,214,306,1,"2022-11-07",NA,NA,NA,NA,NA
"308",308,"Coppin St.","MEAC","0-1",92.2,324,102.8,262,0.2217,"10-21","7-7",-0.7,331,308,0,"2022-11-07",NA,NA,NA,NA,NA
"309",309,"Central Arkansas","ASun","0-1",94.6,272,105.8,318,0.217,"10-21","6-12",-0.6,315,309,0,"2022-11-07",NA,NA,NA,NA,NA
"310",310,"Southeast Missouri St.","OVC","1-0",93.8,289,105.3,312,0.2094,"13-18","8-10",0.4,7,310,0,"2022-11-07",NA,NA,NA,NA,NA
"311",311,"Charleston Southern","BSth","1-0",93.8,290,105.3,313,0.2087,"10-19","6-12",0,156,311,0,"2022-11-07",NA,NA,NA,NA,NA
"312",312,"Bethune Cookman","SWAC","0-1",93.4,301,105,301,0.2076,"15-16","10-8",-0.3,259,312,0,"2022-11-07",NA,NA,NA,NA,NA
"313",313,"Prairie View A&M","SWAC","1-0",91.1,336,102.5,257,0.2054,"13-18","9-9",0,146,313,0,"2022-11-07",NA,NA,NA,NA,NA
"314",314,"NJIT","AE","0-1",93.2,306,104.9,300,0.2049,"11-18","6-10",-0.8,336,314,0,"2022-11-07",NA,NA,NA,NA,NA
"315",315,"Lafayette","Pat","0-1",93.7,294,105.6,315,0.2014,"9-22","7-11",-0.3,265,315,0,"2022-11-07",NA,NA,NA,NA,NA
"316",316,"Evansville","MVC","1-0",91.8,328,103.6,276,0.199,"9-22","5-15",0.1,51,316,0,"2022-11-07",NA,NA,NA,NA,NA
"317",317,"Portland St.","BSky","0-0",92.4,323,104.4,293,0.197,"10-19","6-12",0,202,317,0,"2022-11-07",NA,NA,NA,NA,NA
"318",318,"Maine","AE","0-1",94.2,281,106.5,328,0.1949,"11-18","6-10",-0.5,308,318,0,"2022-11-07",NA,NA,NA,NA,NA
"319",319,"Cal St. Bakersfield","BW","1-0",90.3,341,102.2,246,0.1949,"9-22","5-15",0,189,319,0,"2022-11-07",NA,NA,NA,NA,NA
"320",320,"Alcorn St.","SWAC","0-1",92.8,317,105.1,307,0.1915,"11-20","10-8",-0.4,279,320,0,"2022-11-07",NA,NA,NA,NA,NA
"321",321,"McNeese St.","Slnd","1-0",95.1,263,107.9,347,0.1904,"13-18","9-9",0,186,321,0,"2022-11-07",NA,NA,NA,NA,NA
"322",322,"Tennessee Tech","OVC","0-1",94.3,279,107,336,0.1892,"13-18","8-10",-0.2,238,322,0,"2022-11-07",NA,NA,NA,NA,NA
"323",323,"Cal St. Northridge","BW","1-0",94.5,276,107.3,341,0.189,"9-21","5-15",0,132,323,0,"2022-11-07",NA,NA,NA,NA,NA
"324",324,"Texas A&M Commerce","Slnd","0-1",93.3,305,106,321,0.1871,"12-20","9-9",-0.7,325,324,0,"2022-11-07",NA,NA,NA,NA,NA
"325",325,"North Dakota","Sum","1-0",93.7,293,106.6,331,0.1849,"12-19","6-12",0.1,53,325,0,"2022-11-07",NA,NA,NA,NA,NA
"326",326,"Elon","CAA","1-0",91.2,335,103.8,278,0.1838,"10-20","5-13",0,149,326,0,"2022-11-07",NA,NA,NA,NA,NA
"327",327,"Marist","MAAC","0-0",89.5,344,101.9,242,0.1827,"9-20","6-14",0,201,328,-1,"2022-11-07",NA,NA,NA,NA,NA
"328",328,"Grambling St.","SWAC","1-0",89.8,343,102.6,259,0.1776,"13-18","9-9",0,153,329,-1,"2022-11-07",NA,NA,NA,NA,NA
"329",329,"Central Michigan","MAC","0-0",92.6,321,105.8,319,0.177,"9-21","5-13",0,198,330,-1,"2022-11-07",NA,NA,NA,NA,NA
"330",330,"New Orleans","Slnd","0-1",91.6,330,105.2,308,0.1704,"13-16","8-10",-0.6,309,331,-1,"2022-11-07",NA,NA,NA,NA,NA
"331",331,"Illinois Chicago","MVC","1-0",90.5,340,104,282,0.1683,"8-23","4-16",0,130,332,-1,"2022-11-07",NA,NA,NA,NA,NA
"332",332,"UMKC","Sum","0-1",88.3,350,101.5,233,0.1676,"10-19","6-12",-1,361,333,-1,"2022-11-07",NA,NA,NA,NA,NA
"333",333,"Central Connecticut","NEC","0-1",93.5,300,107.7,345,0.1647,"12-19","8-8",-0.7,327,334,-1,"2022-11-07",NA,NA,NA,NA,NA
"334",334,"South Carolina St.","MEAC","0-0",91.9,327,105.9,320,0.164,"6-21","4-8",0,215,327,7,"2022-11-07",NA,NA,NA,NA,NA
"335",335,"The Citadel","SC","0-1",92.9,314,107,337,0.1639,"9-22","4-14",-0.4,287,335,0,"2022-11-07",NA,NA,NA,NA,NA
"336",336,"Nebraska Omaha","Sum","0-1",94.1,284,108.5,352,0.1622,"8-22","6-12",-0.2,246,336,0,"2022-11-07",NA,NA,NA,NA,NA
"337",337,"Monmouth","CAA","0-0",89.9,342,103.8,279,0.1606,"7-24","5-13",0,222,337,0,"2022-11-07",NA,NA,NA,NA,NA
"338",338,"Chicago St.","ind","0-1",95.8,249,110.7,362,0.159,"11-21","1-1",-0.5,301,338,0,"2022-11-07",NA,NA,NA,NA,NA
"339",339,"Alabama St.","SWAC","0-1",92.7,319,107.2,340,0.1579,"10-20","9-9",-0.3,273,339,0,"2022-11-07",NA,NA,NA,NA,NA
"340",340,"Miami OH","MAC","0-1",92.7,318,107.4,344,0.1555,"10-21","5-13",-1,358,340,0,"2022-11-07",NA,NA,NA,NA,NA
"341",341,"St. Francis NY","NEC","1-0",91.1,337,106.1,324,0.1474,"13-16","7-9",0,134,341,0,"2022-11-07",NA,NA,NA,NA,NA
"342",342,"Western Illinois","Sum","1-0",89.4,345,104.2,288,0.1461,"12-17","5-13",0.2,12,342,0,"2022-11-07",NA,NA,NA,NA,NA
"343",343,"Incarnate Word","Slnd","0-1",92.8,315,108.3,350,0.1447,"13-18","8-10",-1,359,343,0,"2022-11-07",NA,NA,NA,NA,NA
"344",344,"Houston Christian","Slnd","0-1",92.6,320,108.4,351,0.1409,"13-18","7-11",-0.8,337,344,0,"2022-11-07",NA,NA,NA,NA,NA
"345",345,"Eastern Illinois","OVC","0-1",88,353,103,269,0.1403,"11-20","6-12",-0.2,249,345,0,"2022-11-07",NA,NA,NA,NA,NA
"346",346,"Arkansas Pine Bluff","SWAC","0-1",92.5,322,109.1,358,0.131,"12-19","7-11",-0.3,262,346,0,"2022-11-07",NA,NA,NA,NA,NA
"347",347,"Holy Cross","Pat","0-1",91.2,334,107.9,348,0.1259,"9-22","4-14",-1,356,347,0,"2022-11-07",NA,NA,NA,NA,NA
"348",348,"Southeastern Louisiana","Slnd","1-0",91.6,331,108.7,354,0.1225,"11-20","7-11",0,158,348,0,"2022-11-07",NA,NA,NA,NA,NA
"349",349,"Idaho","BSky","0-1",90.6,338,108.8,355,0.1091,"8-23","4-14",-0.9,343,349,0,"2022-11-07",NA,NA,NA,NA,NA
"350",350,"VMI","SC","0-1",88.7,347,106.8,334,0.106,"8-23","3-15",-0.6,316,350,0,"2022-11-07",NA,NA,NA,NA,NA
"351",351,"Green Bay","Horz","0-1",88.3,349,106.4,327,0.1051,"6-24","4-16",-0.7,324,351,0,"2022-11-07",NA,NA,NA,NA,NA
"352",352,"LIU Brooklyn","NEC","0-1",87.9,354,106.1,322,0.1027,"9-18","6-10",-0.6,319,352,0,"2022-11-07",NA,NA,NA,NA,NA
"353",353,"New Hampshire","AE","1-0",87.6,355,107.2,339,0.0895,"7-22","3-13",0,173,353,0,"2022-11-07",NA,NA,NA,NA,NA
