gsis_id,player,bucket,mu,sigma,snaps,cons,rating_0_100,active_2025,tier
00-0030047,Marquess Wilson,WR,25.013,6.33,75,6.024,17.0,0,D
00-0033909,Pat Elflein,OL,25.77,3.216,4040,16.121,17.0,0,D
00-0031676,Joey Mbu,DL,25.304,6.504,87,5.791,17.0,0,D
00-0036392,Matt Peart,OL,24.142,2.675,1017,16.117,17.0,1,D
00-0031427,Todd Davis,LB,25.516,3.843,3048,13.988,16.9,0,D
00-0029212,Tahir Whitehead,LB,25.683,3.899,4009,13.986,16.9,0,D
00-0034169,Marcus Baugh,TE,25.484,5.819,76,8.028,16.9,0,D
00-0037175,Anthony Brown,QB,22.744,5.732,93,5.548,16.9,0,D
00-0027029,LeSean McCoy,RB,25.002,4.165,2199,12.506,16.8,0,D
00-0027965,Jimmy Smith,DB,25.489,3.556,2923,14.821,16.8,0,D
00-0030228,A.J. Bouye,DB,25.485,3.551,4363,14.833,16.8,0,D
00-0028075,Buster Skrine,DB,25.584,3.585,3800,14.83,16.8,0,D
00-0032043,Quinton Spain,OL,25.888,3.268,5463,16.084,16.8,0,D
00-0032389,Mackensie Alexander,DB,25.171,3.445,2762,14.837,16.8,0,D
00-0031919,Kurtis Drummond,DB,24.869,8.192,65,0.292,16.8,0,D
00-0032084,Curtis Grant,LB,25.323,6.282,100,6.477,16.8,0,D
00-0033838,Trey Edmunds,RB,25.603,5.718,98,8.448,16.8,0,D
00-0034154,Jacob Tuioti-Mariner,LB,25.896,3.977,602,13.966,16.8,0,D
00-0035328,Matt Nelson,OL,25.977,3.298,1011,16.082,16.8,0,D
00-0038130,Andrew Booth,DB,25.281,3.484,342,14.83,16.8,0,D
00-0030792,Justin McCray,OL,25.83,3.252,2199,16.074,16.7,0,D
00-0031982,Cap Capi,DL,25.031,6.248,91,6.288,16.7,0,D
00-0035146,Trace McSorley,QB,23.978,4.295,161,11.093,16.7,0,D
00-0036312,Jake Luton,QB,24.813,4.573,185,11.096,16.7,0,D
00-0038506,Jordon Riley,DL,22.895,2.875,424,14.269,16.7,1,D
00-0027825,Jim Dray,TE,25.106,7.222,56,3.439,16.6,0,D
00-0031061,Dontae Johnson,DB,25.699,3.635,1664,14.795,16.6,0,D
00-0027136,Jason McCourty,DB,25.472,3.561,3910,14.789,16.6,0,D
